user_id,product_id,viewed,clicked,purchased,category,price
742,204,1,1,0,Electronics,443
426,257,1,1,0,Home Appliances,927
683,401,1,1,0,Toys,1728
737,127,1,1,1,Sports,1787
510,301,1,1,0,Toys,1251
692,117,0,0,0,Clothes,1956
894,3,0,0,0,Toys,1686
30,166,1,1,0,Books,924
478,95,1,0,0,Perfumes,1238
514,431,1,1,0,Toys,102
504,420,1,1,0,Electronics,1241
692,405,1,0,0,Perfumes,1392
603,226,1,0,0,Home Appliances,995
223,119,1,0,0,Sports,1079
736,234,1,1,0,Clothes,1298
429,447,0,0,0,Sports,1529
201,232,1,0,0,Perfumes,243
24,321,1,0,0,Clothes,117
672,495,1,0,0,Books,1111
74,245,0,1,0,Clothes,841
117,104,1,1,0,Toys,1025
527,283,1,1,0,Books,1506
385,436,1,1,1,Perfumes,1749
676,155,1,0,0,Perfumes,178
577,222,1,1,0,Perfumes,1193
203,361,1,1,0,Home Appliances,624
673,57,1,1,0,Sports,1017
508,486,1,1,1,Electronics,397
300,320,1,0,1,Home Appliances,1879
926,333,1,0,0,Books,973
542,292,1,1,0,Sports,228
480,119,1,1,0,Sports,1079
959,246,1,1,1,Perfumes,935
722,200,1,0,0,Books,413
626,127,1,0,1,Sports,1787
62,388,1,1,0,Perfumes,901
431,423,1,0,1,Toys,917
560,46,1,0,1,Books,427
402,324,0,0,1,Perfumes,649
769,62,0,1,0,Electronics,1038
525,242,1,0,0,Books,387
592,461,1,1,0,Sports,1548
5,442,1,0,0,Perfumes,537
821,181,1,0,1,Toys,913
566,88,1,0,1,Books,1404
856,195,0,0,0,Electronics,956
699,143,1,0,1,Toys,1009
299,220,1,1,0,Electronics,896
160,170,1,0,1,Books,1104
810,450,1,0,0,Electronics,1482
342,215,1,0,0,Electronics,1805
218,185,1,1,0,Home Appliances,42
257,183,1,1,0,Toys,1130
667,301,0,1,1,Toys,1251
294,30,1,0,0,Books,1648
613,268,1,0,0,Home Appliances,775
498,334,1,0,0,Electronics,876
611,282,1,1,0,Home Appliances,339
650,236,1,0,0,Perfumes,537
342,190,1,0,0,Home Appliances,887
377,308,0,0,1,Home Appliances,1994
552,260,0,1,0,Clothes,500
384,375,1,0,0,Home Appliances,334
988,114,1,1,0,Electronics,229
957,264,0,1,0,Perfumes,503
927,321,1,0,0,Clothes,117
811,455,0,1,0,Sports,1006
432,222,1,1,0,Perfumes,1193
931,334,1,1,0,Electronics,876
968,247,1,1,0,Perfumes,814
632,46,0,1,1,Books,427
565,143,1,1,0,Toys,1009
319,350,1,1,1,Sports,1130
803,363,1,0,1,Electronics,826
960,109,1,0,0,Books,217
620,377,1,1,0,Books,920
765,376,1,0,0,Home Appliances,167
813,265,1,1,0,Sports,693
279,442,0,0,0,Perfumes,537
441,202,0,1,0,Perfumes,1410
282,103,1,1,1,Toys,1531
610,260,1,1,0,Clothes,500
718,463,1,0,0,Clothes,134
429,356,0,0,0,Sports,1046
399,286,1,0,0,Electronics,1548
380,342,1,1,0,Electronics,141
93,470,0,1,1,Electronics,49
87,297,1,0,0,Home Appliances,1741
456,169,0,1,0,Sports,669
845,178,0,1,1,Home Appliances,988
220,466,1,1,0,Home Appliances,1543
667,282,1,0,0,Home Appliances,339
251,481,0,0,0,Perfumes,306
705,37,0,1,1,Sports,635
35,456,1,0,1,Home Appliances,552
668,466,1,0,1,Home Appliances,1543
369,140,1,1,1,Books,44
566,392,1,0,0,Perfumes,1008
144,227,1,0,1,Books,1097
8,11,1,0,0,Sports,668
743,348,1,0,0,Home Appliances,442
157,341,1,0,0,Toys,257
439,166,1,1,0,Books,924
493,329,1,1,0,Clothes,673
968,423,0,1,0,Toys,917
384,437,1,0,0,Toys,149
18,425,1,1,0,Books,1926
790,345,1,1,1,Electronics,553
991,138,1,1,0,Sports,1066
455,89,0,1,1,Sports,522
392,159,0,0,0,Home Appliances,21
531,86,1,1,0,Sports,205
150,254,1,0,0,Electronics,1047
775,277,1,0,0,Books,1184
318,178,0,0,0,Home Appliances,988
517,29,1,1,1,Electronics,1279
382,475,1,0,0,Toys,528
289,11,1,0,0,Sports,668
789,320,1,0,0,Home Appliances,1879
864,46,1,0,0,Books,427
313,456,0,0,0,Home Appliances,552
29,41,1,0,0,Toys,1574
863,277,1,1,0,Books,1184
730,191,0,1,0,Books,1352
339,202,1,0,0,Perfumes,1410
15,471,1,1,0,Sports,1781
516,343,1,0,0,Electronics,1504
428,59,1,0,0,Electronics,421
198,70,0,0,0,Toys,1508
112,140,1,1,0,Books,44
1000,492,1,0,0,Perfumes,1919
347,75,0,0,0,Clothes,493
797,269,1,0,0,Perfumes,74
915,314,1,1,1,Clothes,1390
714,206,1,0,1,Electronics,631
222,18,1,1,0,Clothes,1969
288,294,1,0,0,Electronics,1559
538,100,0,0,1,Books,1333
750,73,1,0,0,Books,1876
187,44,1,1,0,Books,1464
638,128,1,0,0,Electronics,1276
408,65,1,1,0,Books,1432
833,296,1,1,0,Electronics,1315
395,344,1,0,0,Books,343
720,95,1,0,0,Perfumes,1238
574,342,1,0,0,Electronics,141
873,116,1,1,0,Toys,491
552,359,1,0,1,Perfumes,313
913,376,1,0,0,Home Appliances,167
212,277,0,1,1,Books,1184
797,147,0,0,1,Perfumes,380
977,223,0,0,1,Sports,1969
843,251,1,0,0,Clothes,881
775,480,1,0,0,Home Appliances,568
372,352,0,0,0,Books,187
49,488,1,1,1,Electronics,560
281,57,1,1,0,Sports,1017
724,395,1,0,0,Perfumes,1073
190,104,1,0,1,Toys,1025
887,130,1,1,0,Perfumes,1570
649,294,1,0,0,Electronics,1559
418,431,0,0,0,Toys,102
71,41,1,1,0,Toys,1574
797,229,1,0,0,Clothes,1573
39,26,1,1,0,Toys,139
777,496,1,1,0,Electronics,674
777,210,1,1,0,Electronics,918
493,94,0,1,0,Clothes,594
577,13,1,1,0,Books,1694
322,2,1,0,0,Toys,874
718,175,1,1,0,Sports,1924
676,465,1,0,0,Electronics,1948
632,219,1,0,0,Toys,68
805,273,0,1,0,Electronics,825
313,386,1,0,1,Clothes,1063
659,75,0,1,0,Clothes,493
88,462,1,0,0,Sports,1736
181,161,1,0,1,Electronics,1153
791,325,1,1,0,Books,903
522,21,1,0,0,Clothes,179
252,154,0,0,0,Electronics,1195
335,490,1,1,1,Clothes,879
498,454,1,1,0,Sports,756
69,270,0,1,0,Electronics,547
924,141,1,1,1,Clothes,1722
127,18,1,0,0,Clothes,1969
813,28,1,0,0,Sports,1825
272,341,1,0,1,Toys,257
702,259,1,0,1,Perfumes,55
750,237,1,0,0,Books,1262
29,6,1,1,0,Toys,972
285,148,1,0,0,Perfumes,1506
956,225,0,0,0,Clothes,154
791,143,0,1,0,Toys,1009
798,484,1,1,0,Sports,532
490,294,1,0,0,Electronics,1559
394,181,1,1,0,Toys,913
15,347,1,0,0,Toys,1816
16,489,1,0,0,Sports,818
806,324,1,0,1,Perfumes,649
850,378,1,1,0,Books,1367
460,375,1,0,0,Home Appliances,334
142,152,1,1,0,Electronics,673
482,400,1,1,0,Toys,834
386,96,1,1,1,Toys,998
366,96,1,1,0,Toys,998
367,379,1,1,0,Toys,1984
763,112,1,1,1,Home Appliances,1592
8,477,0,0,0,Clothes,1641
739,470,0,1,0,Electronics,49
901,456,1,0,0,Home Appliances,552
831,407,1,1,1,Sports,1934
293,479,0,0,0,Clothes,1609
301,222,1,1,0,Perfumes,1193
730,155,1,0,0,Perfumes,178
748,93,1,0,0,Books,1949
460,122,1,0,0,Toys,532
425,408,1,1,1,Toys,288
556,293,1,1,0,Home Appliances,196
893,475,0,0,0,Toys,528
903,311,1,0,1,Electronics,827
145,291,1,0,1,Home Appliances,1414
439,51,1,0,1,Toys,536
51,452,1,1,0,Sports,858
46,12,0,1,0,Home Appliances,1540
101,386,0,1,1,Clothes,1063
957,335,1,1,1,Perfumes,516
338,289,0,1,0,Toys,840
997,407,0,1,1,Sports,1934
474,431,1,0,0,Toys,102
140,88,0,1,0,Books,1404
677,448,0,0,0,Sports,815
807,57,1,0,1,Sports,1017
541,454,0,0,1,Sports,756
63,448,0,0,0,Sports,815
940,462,1,0,0,Sports,1736
545,173,1,1,1,Home Appliances,1167
823,204,1,1,1,Electronics,443
183,228,1,0,1,Home Appliances,1394
991,422,1,1,0,Books,1065
288,87,1,1,0,Sports,1636
323,176,0,1,0,Home Appliances,1485
68,283,1,0,0,Books,1506
537,110,1,1,1,Perfumes,90
964,198,1,0,0,Electronics,922
346,212,1,0,0,Sports,1024
95,142,0,0,0,Toys,1518
668,47,1,1,0,Electronics,1276
368,266,1,0,0,Home Appliances,806
711,29,1,0,0,Electronics,1279
575,271,0,0,0,Books,1026
120,142,1,1,0,Toys,1518
318,369,1,1,1,Home Appliances,1585
72,75,1,1,0,Clothes,493
180,431,1,0,0,Toys,102
310,486,1,1,0,Electronics,397
537,248,1,0,0,Electronics,1300
872,112,1,1,0,Home Appliances,1592
733,78,1,1,0,Clothes,716
257,105,1,1,0,Books,1046
783,205,1,0,0,Books,675
6,275,1,0,0,Clothes,233
721,115,1,1,0,Sports,1237
186,145,1,1,0,Toys,1020
973,73,1,0,0,Books,1876
396,424,1,1,0,Clothes,1313
788,12,1,0,1,Home Appliances,1540
329,287,1,1,0,Electronics,1430
526,362,1,0,1,Sports,420
903,433,1,0,0,Home Appliances,1524
524,380,0,1,0,Perfumes,500
184,211,1,0,0,Home Appliances,1622
312,371,1,0,1,Perfumes,359
768,264,1,1,1,Perfumes,503
512,251,1,0,0,Clothes,881
705,323,0,0,0,Books,564
179,4,1,0,0,Clothes,1453
236,71,1,0,0,Books,334
268,118,1,0,0,Perfumes,1778
137,121,1,1,0,Books,1810
328,458,1,0,0,Sports,24
632,119,1,0,1,Sports,1079
695,186,0,1,0,Sports,1100
498,419,1,0,0,Toys,392
643,495,1,0,0,Books,1111
348,166,1,0,1,Books,924
947,375,1,1,0,Home Appliances,334
580,450,1,0,0,Electronics,1482
514,81,1,1,0,Toys,734
970,87,1,0,0,Sports,1636
336,267,1,0,0,Clothes,974
12,337,1,1,1,Clothes,721
414,358,1,0,0,Home Appliances,383
280,15,1,0,0,Electronics,346
363,241,1,0,0,Sports,1829
754,36,1,0,1,Clothes,421
925,184,0,1,0,Toys,850
642,378,1,1,0,Books,1367
907,447,1,1,1,Sports,1529
94,308,1,1,0,Home Appliances,1994
343,101,1,0,0,Sports,662
538,303,1,1,0,Home Appliances,1951
514,150,1,0,0,Perfumes,337
345,309,1,1,0,Sports,1822
310,281,1,0,0,Perfumes,573
776,273,1,0,0,Electronics,825
266,186,1,0,0,Sports,1100
478,44,1,1,0,Books,1464
756,207,1,1,0,Toys,279
631,274,1,1,0,Books,845
910,456,1,1,0,Home Appliances,552
580,180,1,1,0,Toys,1492
315,116,0,1,0,Toys,491
300,443,0,1,0,Sports,683
84,114,1,1,1,Electronics,229
306,474,0,0,0,Books,779
632,494,0,0,1,Books,693
704,13,1,0,0,Books,1694
151,185,1,0,0,Home Appliances,42
176,453,1,1,0,Sports,1347
418,292,1,1,1,Sports,228
642,481,1,1,0,Perfumes,306
808,255,1,0,1,Clothes,615
694,386,1,0,0,Clothes,1063
467,153,1,1,0,Clothes,1120
893,47,0,0,0,Electronics,1276
127,326,1,0,0,Sports,221
157,350,1,1,0,Sports,1130
833,290,1,1,0,Perfumes,1798
589,378,0,1,0,Books,1367
885,28,0,0,0,Sports,1825
880,237,1,1,0,Books,1262
557,374,1,0,0,Toys,958
74,389,1,1,0,Sports,46
303,76,0,0,0,Sports,118
343,297,1,0,0,Home Appliances,1741
244,105,1,0,1,Books,1046
33,214,1,0,0,Sports,1822
499,250,0,1,1,Home Appliances,1181
420,294,1,1,0,Electronics,1559
604,284,1,0,1,Home Appliances,1545
343,82,1,0,0,Books,1689
408,331,1,1,0,Books,1051
775,341,1,0,0,Toys,257
796,300,1,1,0,Toys,1168
332,416,1,1,0,Perfumes,1507
379,453,1,0,0,Sports,1347
359,32,1,0,0,Books,74
460,168,1,1,1,Books,376
960,447,1,0,1,Sports,1529
22,214,1,1,0,Sports,1822
602,425,1,0,0,Books,1926
950,91,1,0,0,Home Appliances,72
619,292,1,0,1,Sports,228
718,254,1,0,0,Electronics,1047
233,102,1,0,0,Home Appliances,953
909,404,0,0,0,Sports,1627
616,370,1,0,0,Clothes,580
416,126,1,0,0,Electronics,1929
88,74,1,0,0,Perfumes,36
520,299,0,0,1,Electronics,1022
948,319,1,1,1,Toys,1325
159,467,1,0,1,Electronics,1635
176,114,1,0,0,Electronics,229
567,160,1,0,1,Home Appliances,124
926,13,1,1,0,Books,1694
578,474,0,1,0,Books,779
286,345,1,0,0,Electronics,553
308,323,1,1,1,Books,564
562,305,0,0,0,Books,1905
831,251,0,1,0,Clothes,881
672,239,1,0,0,Books,1458
538,485,1,0,0,Sports,685
799,232,0,0,0,Perfumes,243
229,278,1,0,0,Home Appliances,797
363,384,1,0,1,Books,1839
565,24,1,1,0,Clothes,863
825,364,1,0,1,Toys,797
537,268,1,0,0,Home Appliances,775
541,443,1,0,1,Sports,683
610,89,1,1,0,Sports,522
184,147,1,1,0,Perfumes,380
672,451,0,1,0,Toys,365
298,36,1,0,1,Clothes,421
593,444,1,1,0,Sports,1615
270,52,1,0,0,Toys,747
808,95,1,0,1,Perfumes,1238
117,313,0,0,0,Clothes,745
549,469,1,1,0,Perfumes,110
124,24,1,1,0,Clothes,863
427,494,1,1,1,Books,693
237,324,1,0,1,Perfumes,649
5,252,1,0,1,Sports,1946
180,349,0,1,0,Electronics,1312
757,42,1,0,0,Home Appliances,1957
11,168,1,0,0,Books,376
173,333,1,1,1,Books,973
640,483,1,1,0,Perfumes,563
157,186,1,0,0,Sports,1100
653,227,1,0,0,Books,1097
177,316,1,0,0,Clothes,1194
60,263,0,1,1,Perfumes,814
542,379,0,0,1,Toys,1984
337,350,1,0,1,Sports,1130
385,189,1,0,0,Books,1770
348,343,1,0,1,Electronics,1504
39,276,1,1,0,Sports,1044
132,6,1,0,0,Toys,972
248,95,1,1,1,Perfumes,1238
587,223,1,0,1,Sports,1969
337,443,0,0,1,Sports,683
533,284,1,1,1,Home Appliances,1545
553,299,1,0,0,Electronics,1022
407,486,1,1,1,Electronics,397
591,238,1,1,0,Sports,1829
986,215,0,0,0,Electronics,1805
58,462,1,0,0,Sports,1736
107,85,1,1,1,Books,1017
826,483,0,0,1,Perfumes,563
146,386,0,0,1,Clothes,1063
635,178,1,0,0,Home Appliances,988
988,71,0,0,0,Books,334
775,67,1,1,0,Electronics,1630
784,56,1,0,0,Toys,73
96,237,1,0,1,Books,1262
485,317,1,1,0,Clothes,1279
227,163,1,0,1,Sports,1189
515,155,1,1,0,Perfumes,178
909,102,1,0,0,Home Appliances,953
482,355,1,0,1,Home Appliances,596
729,142,1,0,1,Toys,1518
797,289,1,1,1,Toys,840
636,394,0,1,0,Electronics,462
242,160,1,0,1,Home Appliances,124
45,415,1,1,1,Sports,1550
673,197,1,0,0,Home Appliances,1953
473,284,1,0,0,Home Appliances,1545
525,41,0,1,0,Toys,1574
24,352,1,1,0,Books,187
73,262,1,1,1,Electronics,1006
330,325,1,0,0,Books,903
483,127,1,0,0,Sports,1787
285,87,0,1,1,Sports,1636
830,376,1,1,0,Home Appliances,167
127,79,0,0,0,Clothes,440
607,7,1,1,1,Perfumes,1097
447,98,1,0,1,Sports,956
791,443,1,0,0,Sports,683
611,416,1,1,1,Perfumes,1507
369,343,1,0,1,Electronics,1504
302,273,1,0,0,Electronics,825
243,389,1,0,0,Sports,46
295,303,1,0,0,Home Appliances,1951
149,372,1,1,1,Perfumes,437
559,436,1,1,0,Perfumes,1749
561,232,1,1,0,Perfumes,243
985,472,1,1,0,Sports,768
978,406,1,1,0,Home Appliances,170
609,169,1,1,0,Sports,669
668,417,1,0,0,Electronics,517
514,122,0,1,0,Toys,532
517,9,1,0,0,Perfumes,1666
831,379,0,0,0,Toys,1984
974,270,1,0,0,Electronics,547
543,467,1,0,0,Electronics,1635
177,302,1,1,0,Home Appliances,225
358,142,1,0,0,Toys,1518
735,338,1,1,0,Perfumes,1241
936,343,1,1,0,Electronics,1504
978,332,0,1,0,Home Appliances,885
717,203,1,0,0,Clothes,252
195,329,1,0,0,Clothes,673
469,461,0,1,0,Sports,1548
11,146,1,1,1,Books,566
56,120,1,0,0,Electronics,924
811,261,1,0,0,Home Appliances,1402
396,12,1,1,0,Home Appliances,1540
771,176,1,0,1,Home Appliances,1485
314,218,1,1,0,Books,565
689,238,1,0,0,Sports,1829
246,183,1,0,0,Toys,1130
339,249,1,1,0,Clothes,283
433,125,1,1,0,Books,1601
768,73,1,1,1,Books,1876
425,105,0,1,0,Books,1046
235,451,1,0,0,Toys,365
225,135,1,1,0,Clothes,1158
518,149,1,0,0,Electronics,20
200,195,1,0,1,Electronics,956
449,186,0,1,0,Sports,1100
144,468,0,1,0,Clothes,881
964,395,1,1,0,Perfumes,1073
221,35,1,0,1,Clothes,286
231,377,1,1,0,Books,920
12,217,1,0,0,Clothes,1870
209,307,0,1,0,Books,661
307,60,1,1,0,Sports,1314
45,388,0,0,0,Perfumes,901
454,276,1,1,0,Sports,1044
652,355,0,0,1,Home Appliances,596
181,213,0,0,0,Perfumes,867
697,66,0,1,0,Toys,1701
513,492,1,0,0,Perfumes,1919
541,491,1,1,1,Electronics,595
457,59,1,0,0,Electronics,421
682,486,1,1,1,Electronics,397
17,262,1,1,0,Electronics,1006
244,161,1,0,1,Electronics,1153
590,341,1,0,0,Toys,257
773,37,1,1,0,Sports,635
287,491,0,0,1,Electronics,595
200,118,1,0,0,Perfumes,1778
625,50,1,1,1,Toys,1594
885,75,1,0,0,Clothes,493
258,362,1,1,0,Sports,420
449,121,0,0,0,Books,1810
531,11,1,1,0,Sports,668
392,453,1,0,0,Sports,1347
764,448,1,0,0,Sports,815
977,4,0,0,0,Clothes,1453
380,21,1,0,0,Clothes,179
328,238,1,0,1,Sports,1829
276,351,1,0,0,Sports,976
533,453,1,0,0,Sports,1347
369,94,1,1,0,Clothes,594
678,255,1,1,0,Clothes,615
915,263,0,1,1,Perfumes,814
383,471,1,1,0,Sports,1781
559,281,1,0,1,Perfumes,573
816,222,0,0,1,Perfumes,1193
512,260,1,1,1,Clothes,500
674,239,1,1,0,Books,1458
799,389,1,1,1,Sports,46
777,205,1,0,0,Books,675
339,194,1,1,0,Sports,1256
65,13,1,0,1,Books,1694
469,472,0,1,0,Sports,768
476,186,1,0,0,Sports,1100
389,254,0,0,0,Electronics,1047
728,122,1,1,1,Toys,532
738,283,1,0,0,Books,1506
987,352,1,1,1,Books,187
563,150,0,1,0,Perfumes,337
878,46,0,0,0,Books,427
748,296,1,1,0,Electronics,1315
831,310,1,1,0,Perfumes,1651
259,272,1,1,0,Clothes,1952
525,146,0,1,0,Books,566
459,268,1,1,0,Home Appliances,775
670,164,1,0,0,Home Appliances,1497
736,222,0,0,0,Perfumes,1193
328,218,1,0,0,Books,565
320,138,1,0,1,Sports,1066
352,348,1,1,0,Home Appliances,442
8,160,1,1,0,Home Appliances,124
627,69,1,1,0,Toys,567
509,446,1,1,0,Clothes,1125
700,125,0,0,0,Books,1601
836,7,1,1,0,Perfumes,1097
156,409,1,1,0,Books,231
493,423,0,0,0,Toys,917
257,27,1,0,1,Home Appliances,1439
577,165,0,0,1,Sports,848
573,323,1,0,1,Books,564
901,113,1,0,1,Books,1373
55,258,1,1,0,Books,449
811,389,1,1,0,Sports,46
355,357,1,1,0,Home Appliances,801
596,314,1,1,0,Clothes,1390
527,6,1,0,0,Toys,972
807,461,1,1,0,Sports,1548
363,212,1,1,0,Sports,1024
721,308,1,1,0,Home Appliances,1994
694,242,1,0,0,Books,387
742,210,0,1,0,Electronics,918
196,440,1,1,0,Electronics,1906
933,17,0,1,0,Perfumes,960
313,437,1,1,0,Toys,149
691,361,1,0,0,Home Appliances,624
145,484,1,0,0,Sports,532
26,469,1,1,1,Perfumes,110
814,49,0,1,0,Toys,312
770,401,1,1,0,Toys,1728
324,435,1,0,1,Electronics,1195
246,125,1,0,0,Books,1601
262,197,0,1,0,Home Appliances,1953
479,489,1,1,1,Sports,818
731,388,1,0,1,Perfumes,901
6,355,1,0,1,Home Appliances,596
163,61,0,1,0,Books,475
782,496,1,1,0,Electronics,674
140,404,1,0,0,Sports,1627
157,201,1,0,1,Clothes,1441
540,286,1,1,0,Electronics,1548
204,494,1,0,0,Books,693
173,358,1,1,1,Home Appliances,383
89,409,0,0,0,Books,231
297,308,1,0,0,Home Appliances,1994
851,29,1,0,1,Electronics,1279
445,227,1,0,0,Books,1097
785,39,0,1,0,Perfumes,339
443,261,1,0,0,Home Appliances,1402
985,297,1,1,0,Home Appliances,1741
368,163,1,0,0,Sports,1189
556,132,1,1,0,Clothes,1631
847,334,1,1,0,Electronics,876
18,328,1,1,0,Perfumes,1263
202,383,1,1,0,Home Appliances,161
6,107,0,0,0,Clothes,235
918,319,0,0,0,Toys,1325
808,330,0,1,0,Home Appliances,1609
866,440,1,1,0,Electronics,1906
842,39,1,0,1,Perfumes,339
776,106,1,1,0,Sports,831
697,206,0,0,1,Electronics,631
289,254,1,0,0,Electronics,1047
22,172,1,0,0,Toys,1289
409,78,1,0,0,Clothes,716
994,388,1,0,1,Perfumes,901
734,232,1,1,0,Perfumes,243
349,397,0,1,0,Clothes,1666
463,409,1,1,0,Books,231
480,53,1,1,0,Sports,182
510,35,1,0,0,Clothes,286
836,273,1,0,0,Electronics,825
726,375,1,1,0,Home Appliances,334
702,479,1,0,0,Clothes,1609
873,377,1,1,0,Books,920
673,342,0,1,0,Electronics,141
762,231,1,0,0,Toys,475
463,21,1,0,0,Clothes,179
402,202,1,0,0,Perfumes,1410
156,59,1,1,0,Electronics,421
389,263,1,1,0,Perfumes,814
481,43,1,0,0,Electronics,1673
196,355,1,1,1,Home Appliances,596
599,235,1,0,1,Perfumes,1749
847,398,1,1,1,Clothes,1229
999,266,1,0,0,Home Appliances,806
239,312,1,1,0,Perfumes,951
622,277,1,0,0,Books,1184
927,35,0,0,0,Clothes,286
916,45,1,0,0,Perfumes,124
87,340,1,0,0,Sports,1765
699,436,0,1,0,Perfumes,1749
291,421,1,1,0,Clothes,1825
811,32,1,0,0,Books,74
43,213,1,0,0,Perfumes,867
255,489,0,1,0,Sports,818
394,429,1,1,0,Books,749
886,494,1,1,0,Books,693
409,454,1,0,0,Sports,756
719,132,1,1,0,Clothes,1631
869,278,1,0,0,Home Appliances,797
630,167,1,1,1,Home Appliances,903
648,367,0,1,0,Sports,847
772,210,0,1,1,Electronics,918
109,298,1,0,0,Toys,356
945,198,0,0,0,Electronics,922
180,221,1,1,1,Perfumes,117
659,487,1,0,1,Home Appliances,313
946,407,0,1,0,Sports,1934
963,374,0,0,1,Toys,958
461,440,1,0,0,Electronics,1906
452,173,1,0,1,Home Appliances,1167
205,1,0,1,0,Toys,1351
782,227,0,0,0,Books,1097
183,37,1,0,1,Sports,635
591,193,1,0,0,Toys,1246
544,172,1,1,0,Toys,1289
759,89,1,0,0,Sports,522
868,25,1,0,0,Toys,1473
555,405,1,1,0,Perfumes,1392
344,324,1,0,0,Perfumes,649
549,108,1,1,1,Perfumes,804
361,223,1,0,0,Sports,1969
255,277,1,1,0,Books,1184
533,221,1,0,0,Perfumes,117
352,379,0,0,0,Toys,1984
886,400,0,1,0,Toys,834
485,481,1,1,0,Perfumes,306
273,39,1,0,0,Perfumes,339
96,334,0,1,0,Electronics,876
839,127,1,0,0,Sports,1787
241,431,0,1,1,Toys,102
558,315,0,0,0,Books,1540
524,341,1,1,0,Toys,257
429,485,1,1,0,Sports,685
205,154,1,1,0,Electronics,1195
3,93,1,1,0,Books,1949
817,267,1,0,1,Clothes,974
379,360,0,1,0,Home Appliances,688
635,188,1,0,0,Sports,44
628,183,1,0,1,Toys,1130
632,428,1,0,0,Home Appliances,37
879,493,0,0,0,Perfumes,300
342,452,1,0,0,Sports,858
701,58,1,0,0,Home Appliances,794
62,421,1,1,0,Clothes,1825
713,443,0,1,1,Sports,683
635,419,1,0,0,Toys,392
73,229,1,1,1,Clothes,1573
392,341,1,1,0,Toys,257
918,285,1,0,0,Books,217
8,144,1,1,0,Sports,1048
483,224,1,0,1,Home Appliances,1905
68,250,1,0,0,Home Appliances,1181
117,389,0,0,0,Sports,46
12,366,1,1,0,Sports,735
65,134,0,1,0,Perfumes,635
191,233,1,1,0,Toys,1441
291,231,0,0,0,Toys,475
249,389,1,0,0,Sports,46
296,300,1,1,0,Toys,1168
274,299,1,1,1,Electronics,1022
67,299,1,1,0,Electronics,1022
827,208,1,0,1,Books,1400
822,3,1,0,0,Toys,1686
512,128,0,1,0,Electronics,1276
898,219,1,1,0,Toys,68
953,285,0,0,0,Books,217
386,153,1,1,0,Clothes,1120
799,193,1,1,0,Toys,1246
578,143,1,0,1,Toys,1009
225,264,0,0,0,Perfumes,503
278,215,1,1,1,Electronics,1805
657,474,1,0,0,Books,779
493,364,0,0,0,Toys,797
855,82,1,0,1,Books,1689
290,34,1,0,1,Home Appliances,372
941,170,0,0,0,Books,1104
212,445,1,0,1,Perfumes,219
939,329,1,1,0,Clothes,673
194,30,1,1,0,Books,1648
439,228,1,0,0,Home Appliances,1394
999,435,1,1,1,Electronics,1195
360,103,1,0,0,Toys,1531
96,258,1,1,0,Books,449
845,417,0,0,0,Electronics,517
913,312,1,0,0,Perfumes,951
798,288,1,0,0,Sports,728
284,499,1,0,0,Perfumes,1704
630,103,1,0,0,Toys,1531
292,395,1,1,1,Perfumes,1073
110,418,1,0,0,Perfumes,1307
406,115,1,0,0,Sports,1237
253,352,1,1,1,Books,187
971,241,1,0,1,Sports,1829
592,329,1,0,0,Clothes,673
868,403,1,0,0,Clothes,1328
237,97,0,0,0,Home Appliances,1701
776,188,1,0,0,Sports,44
